"threshold","recall","precision"
0.412833369199866,0.46,0.628415300546448
0.412298546066275,0.462,0.629427792915531
0.409538356792114,0.462,0.627717391304348
0.406492643371648,0.462,0.626016260162602
0.406328393968828,0.462,0.624324324324324
0.405476327132963,0.464,0.62533692722372
0.405029813104469,0.466,0.626344086021505
0.403090777932237,0.468,0.627345844504021
0.402700268606327,0.47,0.628342245989305
0.40242915233383,0.47,0.626666666666667
0.401974524350351,0.47,0.625
0.401752779319604,0.472,0.625994694960212
0.401746403687198,0.472,0.624338624338624
0.400719161162147,0.472,0.622691292875989
0.399305730173496,0.472,0.621052631578947
0.398896221484689,0.474,0.622047244094488
0.398073859960954,0.474,0.620418848167539
0.3973537734243,0.474,0.618798955613577
0.396829162485011,0.476,0.619791666666667
0.395971543539299,0.476,0.618181818181818
0.395840252352695,0.476,0.616580310880829
0.395621573385736,0.478,0.617571059431525
0.394626517508228,0.478,0.615979381443299
0.394531176610656,0.48,0.616966580976864
0.394271492384941,0.482,0.617948717948718
0.392860667474042,0.484,0.618925831202046
0.392493751745981,0.486,0.619897959183674
0.392069878926523,0.488,0.620865139949109
0.390247030538756,0.488,0.619289340101523
0.390049904226964,0.488,0.617721518987342
0.388589637700139,0.488,0.616161616161616
0.386596727623136,0.49,0.617128463476071
0.386010280345338,0.49,0.615577889447236
0.384978980495351,0.492,0.616541353383459
0.38360319366036,0.492,0.615
0.383603189241076,0.492,0.613466334164589
0.383223249383291,0.492,0.611940298507463
0.383178707345464,0.492,0.610421836228288
0.382294729248328,0.492,0.608910891089109
0.381469221807001,0.494,0.609876543209876
0.38137060159095,0.494,0.608374384236453
0.380769692930265,0.494,0.606879606879607
0.38073401257048,0.496,0.607843137254902
0.38060084765471,0.498,0.60880195599022
0.380198063226051,0.498,0.607317073170732
0.379636212978835,0.498,0.605839416058394
0.37872993151031,0.498,0.604368932038835
0.378573556108737,0.498,0.602905569007264
0.378268589990372,0.498,0.601449275362319
0.378134287816968,0.5,0.602409638554217
0.377468197072608,0.5,0.600961538461538
0.377182451570602,0.5,0.599520383693046
0.376293153169001,0.5,0.598086124401914
0.374746363925764,0.502,0.599045346062053
0.374549404879258,0.504,0.6
0.373892659902856,0.506,0.600950118764846
0.373853315687852,0.506,0.599526066350711
0.373102718325117,0.506,0.598108747044917
0.37301870977,0.506,0.596698113207547
0.372992925207487,0.506,0.595294117647059
0.372914634253679,0.508,0.596244131455399
0.372611944008469,0.508,0.594847775175644
0.372603037364739,0.508,0.593457943925234
0.37245676611678,0.51,0.594405594405594
0.37157535449334,0.51,0.593023255813954
0.371409561317857,0.51,0.591647331786543
0.37122014984165,0.512,0.592592592592593
0.370869561312898,0.514,0.593533487297921
0.370732449255855,0.514,0.592165898617512
0.37070050943898,0.514,0.590804597701149
0.369829114210879,0.514,0.589449541284404
0.369636716357169,0.514,0.588100686498856
0.369595267543692,0.516,0.589041095890411
0.368865013797678,0.518,0.58997722095672
0.367934247294133,0.518,0.588636363636364
0.367488832194489,0.518,0.587301587301587
0.366828186721464,0.518,0.585972850678733
0.366088360492649,0.52,0.586907449209932
0.365736381232049,0.52,0.585585585585586
0.365641930626221,0.522,0.586516853932584
0.365336469833327,0.522,0.585201793721973
0.364115273487545,0.522,0.583892617449664
0.362302722267135,0.522,0.582589285714286
0.362228440836605,0.522,0.581291759465479
0.362111038830313,0.522,0.58
0.361597584605537,0.524,0.580931263858093
0.361032569418465,0.526,0.581858407079646
0.359917547943367,0.526,0.580573951434879
0.359828515882384,0.526,0.579295154185022
0.359480501938156,0.526,0.578021978021978
0.358712448921587,0.526,0.576754385964912
0.358508403496095,0.528,0.577680525164114
0.358025722629936,0.53,0.578602620087336
0.357925548991526,0.532,0.579520697167756
0.357868016594859,0.532,0.578260869565217
0.357773776825831,0.534,0.579175704989154
0.357301313570236,0.534,0.577922077922078
0.355202080974837,0.536,0.578833693304536
0.355115663147524,0.536,0.577586206896552
0.355020278089689,0.538,0.578494623655914
0.354659617797603,0.538,0.57725321888412
0.354425811956595,0.538,0.576017130620985
0.35377856952693,0.538,0.574786324786325
0.353113188621513,0.538,0.573560767590618
0.352831359154254,0.538,0.572340425531915
0.352608032845085,0.54,0.573248407643312
0.352413565230147,0.54,0.572033898305085
0.351840339261212,0.542,0.572938689217759
0.351833025895063,0.542,0.571729957805907
0.351435630798692,0.542,0.570526315789474
0.351138134872192,0.544,0.571428571428571
0.350398929124415,0.544,0.570230607966457
0.349883179743169,0.544,0.569037656903766
0.349531174103388,0.544,0.567849686847599
0.348256965297074,0.544,0.566666666666667
0.347475844378688,0.546,0.567567567567568
0.346702801826179,0.546,0.566390041493776
0.343702588797685,0.546,0.565217391304348
0.343479181216388,0.548,0.566115702479339
0.343317203075392,0.548,0.564948453608247
0.342998141578186,0.548,0.563786008230453
0.342546822317848,0.55,0.564681724845996
0.342391199544319,0.55,0.563524590163934
0.342219827769545,0.55,0.562372188139059
0.341129502450432,0.552,0.563265306122449
0.340813390926836,0.554,0.564154786150713
0.34029550754747,0.554,0.563008130081301
0.339679513413325,0.556,0.563894523326572
0.339521072280555,0.556,0.562753036437247
0.339294737790484,0.558,0.563636363636364
0.339288770128747,0.558,0.5625
0.339236992064222,0.558,0.561368209255533
0.339025048804929,0.56,0.562248995983936
0.338892912429917,0.56,0.561122244488978
0.338808717871751,0.562,0.562
0.338768128465669,0.562,0.560878243512974
0.337089874018125,0.562,0.559760956175299
0.336893736171888,0.564,0.560636182902585
0.336451418464363,0.564,0.55952380952381
0.335880124516132,0.564,0.558415841584158
0.335330568489635,0.566,0.559288537549407
0.334995566569235,0.568,0.560157790927022
0.333393583375912,0.568,0.559055118110236
0.333362563080034,0.568,0.557956777996071
0.333037061779095,0.568,0.556862745098039
0.332969009709956,0.568,0.555772994129158
0.332722742177132,0.57,0.556640625
0.332429582857378,0.57,0.555555555555556
0.332016441064224,0.572,0.556420233463035
0.331850611796368,0.574,0.557281553398058
0.331505589144218,0.576,0.558139534883721
0.331291994364069,0.576,0.55705996131528
0.331093453896051,0.578,0.557915057915058
0.331035197918541,0.58,0.558766859344894
0.330050438068849,0.582,0.559615384615385
0.330046796944778,0.582,0.558541266794626
0.32998683382905,0.582,0.557471264367816
0.329418829023459,0.584,0.558317399617591
0.329131874575778,0.584,0.557251908396947
0.328887594956979,0.584,0.556190476190476
0.328860122652712,0.584,0.555133079847909
0.327982734213167,0.584,0.554079696394687
0.327616215614095,0.584,0.553030303030303
0.327028635753076,0.586,0.553875236294896
0.326865803080364,0.588,0.554716981132075
0.326310680540661,0.59,0.555555555555556
0.326239125165721,0.59,0.554511278195489
0.325567763859369,0.592,0.555347091932458
0.325160532668946,0.592,0.554307116104869
0.325081630669341,0.592,0.553271028037383
0.324649950999347,0.592,0.552238805970149
0.32393427528095,0.592,0.5512104283054
0.323729774581427,0.592,0.550185873605948
0.323590566798584,0.594,0.551020408163265
0.322780222378487,0.594,0.55
0.322650664943323,0.596,0.55083179297597
0.322616982324112,0.598,0.551660516605166
0.321871064883464,0.598,0.550644567219153
0.320811268650051,0.6,0.551470588235294
0.319671182785544,0.602,0.552293577981651
0.319016922279263,0.602,0.551282051282051
0.31879656431111,0.602,0.550274223034735
0.318675906425812,0.602,0.549270072992701
0.318574523963065,0.604,0.550091074681239
0.31832316450899,0.604,0.549090909090909
0.317809676833337,0.604,0.548094373865699
0.316354101906981,0.604,0.547101449275362
0.316054991732528,0.604,0.546112115732369
0.315930803826919,0.604,0.545126353790614
0.315400198799823,0.604,0.544144144144144
0.31384330552313,0.604,0.543165467625899
0.31321822036744,0.606,0.543985637342908
0.312804530280409,0.606,0.543010752688172
0.312671132929256,0.608,0.543828264758497
0.311025433260497,0.61,0.544642857142857
0.31054642593153,0.61,0.54367201426025
0.310447114172519,0.61,0.54270462633452
0.310125382110769,0.61,0.541740674955595
0.309586038955428,0.61,0.540780141843972
0.309128684466483,0.61,0.539823008849557
0.307811934333196,0.61,0.53886925795053
0.306673439741882,0.61,0.537918871252205
0.306623063218109,0.612,0.538732394366197
0.306379405035578,0.612,0.537785588752197
0.306132474571312,0.612,0.536842105263158
0.306081977462191,0.614,0.537653239929948
0.305984840724862,0.614,0.536713286713287
0.305965342461147,0.614,0.535776614310646
0.303461618521883,0.616,0.536585365853659
0.303302021120938,0.616,0.535652173913043
0.302918479364457,0.618,0.536458333333333
0.30102196580813,0.618,0.535528596187175
0.300901756038121,0.62,0.536332179930796
0.300533317582489,0.622,0.53713298791019
0.29931125585278,0.624,0.537931034482759
0.298308548193733,0.624,0.537005163511188
0.29708997049349,0.626,0.537800687285223
0.296688018924339,0.626,0.536878216123499
0.296346918394884,0.626,0.535958904109589
0.295792338806294,0.626,0.535042735042735
0.295043848888053,0.626,0.534129692832764
0.29502319567944,0.626,0.533219761499148
0.294740175522186,0.626,0.532312925170068
0.294642962715544,0.626,0.531409168081494
0.2942072861649,0.628,0.532203389830509
0.293822703606513,0.628,0.531302876480541
0.293616605577834,0.63,0.532094594594595
0.293491955996864,0.63,0.531197301854975
0.293471914378442,0.63,0.53030303030303
0.293309159559992,0.63,0.529411764705882
0.293246113632742,0.632,0.530201342281879
0.291874785744713,0.634,0.530988274706868
0.291420662769536,0.634,0.530100334448161
0.291308657746825,0.636,0.530884808013356
0.291021035180965,0.636,0.53
0.290936097786635,0.636,0.529118136439268
0.290898250981684,0.636,0.528239202657807
0.290844445135699,0.636,0.527363184079602
0.289933324325901,0.638,0.528145695364238
0.289419790008363,0.64,0.528925619834711
0.289324495793984,0.642,0.52970297029703
0.289059914293289,0.642,0.528830313014827
0.288473414625822,0.644,0.529605263157895
0.288467079045871,0.644,0.528735632183908
0.288048301139286,0.646,0.529508196721311
0.288046289415557,0.648,0.530278232405892
0.287909570023855,0.648,0.529411764705882
0.287484237232838,0.648,0.528548123980424
0.286905182608278,0.65,0.529315960912052
0.285843177719655,0.65,0.528455284552846
0.285034517876234,0.65,0.527597402597403
0.284620554686048,0.65,0.526742301458671
0.282243561925978,0.65,0.52588996763754
0.282033486138915,0.65,0.525040387722132
0.281924802092906,0.65,0.524193548387097
0.28188082000005,0.65,0.523349436392915
0.281866992383002,0.65,0.522508038585209
0.281810982370594,0.65,0.521669341894061
0.281649661517113,0.652,0.522435897435897
0.281113638239619,0.652,0.5216
0.280910740879729,0.652,0.520766773162939
0.280133612682039,0.652,0.51993620414673
0.279691097864056,0.654,0.520700636942675
0.279362954008334,0.654,0.519872813990461
0.278891064177533,0.654,0.519047619047619
0.27877502749114,0.654,0.518225039619651
0.278661132694391,0.654,0.517405063291139
0.278403784307845,0.654,0.516587677725118
0.278104541196385,0.654,0.515772870662461
0.278048753149301,0.654,0.51496062992126
0.278036066149856,0.654,0.514150943396226
0.277872166445789,0.654,0.513343799058085
0.276460962099772,0.656,0.5141065830721
0.276320387721022,0.656,0.513302034428795
0.276223025696516,0.658,0.5140625
0.275643962632343,0.658,0.513260530421217
0.274971084689156,0.66,0.514018691588785
0.273621109109427,0.66,0.513219284603421
0.273588351157222,0.66,0.512422360248447
0.273388727423228,0.662,0.513178294573643
0.273386931993797,0.664,0.513931888544892
0.273096592207583,0.666,0.51468315301391
0.272475144490458,0.666,0.513888888888889
0.271881177512396,0.666,0.513097072419106
0.27142212628721,0.668,0.513846153846154
0.271339517083093,0.668,0.513056835637481
0.271160030644778,0.668,0.512269938650307
0.270408978937854,0.668,0.511485451761103
0.269918384810575,0.67,0.512232415902141
0.269769977836828,0.67,0.511450381679389
0.269593202102316,0.67,0.510670731707317
0.268553041613629,0.67,0.509893455098935
0.267752936119515,0.67,0.509118541033435
0.267159768078521,0.672,0.509863429438543
0.266880074590645,0.672,0.509090909090909
0.266311044452762,0.672,0.508320726172466
0.266246295994979,0.672,0.507552870090634
0.266229210030482,0.674,0.508295625942685
0.265653123043293,0.674,0.507530120481928
0.265375824083204,0.676,0.508270676691729
0.265197243187161,0.678,0.509009009009009
0.26479300649227,0.68,0.509745127436282
0.264567852538385,0.68,0.508982035928144
0.264379225672344,0.68,0.508221225710015
0.264168387691459,0.68,0.507462686567164
0.263667834156581,0.68,0.506706408345753
0.263153396736785,0.682,0.507440476190476
0.262790151118228,0.682,0.506686478454681
0.262096536270418,0.684,0.507418397626113
0.26207035625983,0.684,0.506666666666667
0.2620231423289,0.684,0.505917159763314
0.261747829881915,0.684,0.505169867060561
0.2611569874466,0.686,0.505899705014749
0.260320043711234,0.686,0.505154639175258
0.260282326260142,0.686,0.504411764705882
0.260007979396469,0.688,0.505139500734214
0.25926581016182,0.688,0.504398826979472
0.258840524000438,0.688,0.503660322108346
0.258396748051949,0.69,0.504385964912281
0.258103487114293,0.692,0.505109489051095
0.258017111285016,0.692,0.504373177842566
0.257999072862014,0.692,0.503639010189229
0.257568270399486,0.694,0.504360465116279
0.255716584211103,0.696,0.505079825834543
0.25548487425532,0.696,0.504347826086956
0.254312148497186,0.698,0.50506512301013
0.254041160641547,0.698,0.504335260115607
0.253528241854595,0.698,0.503607503607504
0.253474689796001,0.698,0.502881844380404
0.253250078505292,0.698,0.502158273381295
0.253165025424226,0.698,0.501436781609195
0.252568294893007,0.698,0.500717360114778
0.252356987663841,0.7,0.501432664756447
0.252055200371411,0.7,0.50071530758226
0.251782243030335,0.7,0.5
0.251507735448618,0.702,0.500713266761769
0.251418408700956,0.702,0.5
0.250617937165715,0.702,0.499288762446657
0.250560970917419,0.702,0.498579545454545
0.249902815005876,0.702,0.497872340425532
0.249312671713088,0.704,0.498583569405099
0.248564796058096,0.704,0.497878359264498
0.247589329837891,0.704,0.497175141242938
0.247215874533456,0.704,0.496473906911142
0.246917393460725,0.704,0.495774647887324
